iata_code,name,type,state,elevation_ft,latitude,longitude
ANC,Ted Stevens Anchorage International Airport,large_airport,AK,152,-149.99600219726562,61.174400329589844
ANI,Aniak Airport,medium_airport,AK,88,-159.54299926757812,61.581600189208984
NUL,Nulato Airport,small_airport,AK,399,-158.074005,64.729301
KNW,New Stuyahok Airport,small_airport,AK,364,-157.32800293,59.4499015808
PCA,Portage Creek Airport,small_airport,AK,137,-157.714,58.9065
OOK,Toksook Bay Airport,small_airport,AK,59,-165.0870056,60.54140091
ORT,Northway Airport,medium_airport,AK,1715,-141.9290009,62.9612999
PHO,Point Hope Airport,small_airport,AK,12,-166.7989959716797,68.34880065917969
UMM,Summit Airport,small_airport,AK,2409,-149.126998901,63.3315010071
SYA,Eareckson Air Station,medium_airport,AK,95,174.1139984,52.71229935
TLA,Teller Airport,small_airport,AK,294,-166.339004517,65.2404022217
KVC,King Cove Airport,small_airport,AK,155,-162.26600646972656,55.11629867553711
VEE,Venetie Airport,small_airport,AK,574,-146.365997314,67.0086975098
SWD,Seward Airport,medium_airport,AK,22,-149.41900634765625,60.12689971923828
WRG,Wrangell Airport,medium_airport,AK,49,-132.3699951,56.48429871
WMO,White Mountain Airport,small_airport,AK,267,-163.412994385,64.689201355
PFC,Pacific City State Airport,small_airport,OR,5,-123.961997986,45.199798584
KNK,Kokhanok Airport,small_airport,AK,115,-154.804000854,59.433200836199994
WSN,South Naknek Nr 2 Airport,small_airport,AK,162,-157.007995605,58.7033996582
HNM,Hana Airport,medium_airport,HI,78,-156.01400756835938,20.79560089111328
LIH,Lihue Airport,medium_airport,HI,153,-159.33900451660156,21.97599983215332
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,medium_airport,HI,24,-157.768005371,21.4505004883
OGG,Kahului Airport,medium_airport,HI,54,-156.429993,20.8986
PIZ,Point Lay LRRS Airport,medium_airport,AK,22,-163.0050049,69.73290253
RDV,Red Devil Airport,small_airport,AK,174,-157.350006104,61.7881011963
SRV,Stony River 2 Airport,small_airport,AK,230,-156.589004517,61.7896995544
TCT,Takotna Airport,small_airport,AK,825,-156.029026,62.993206
TYE,Tyonek Airport,small_airport,AK,110,-151.13800048828,61.076698303223
WBB,Stebbins Airport,small_airport,AK,14,-162.277999878,63.5159988403
WEA,Parker County Airport,small_airport,TX,990,-97.6824035645,32.7462997437
UKN,Waukon Municipal Airport,small_airport,IA,1281,-91.469497680664,43.280498504639
KBC,Birch Creek Airport,small_airport,AK,450,-145.824005127,66.2740020752
ZNC,Nyac Airport,small_airport,AK,460,-159.994003296,60.9807014465
