iata_code,name,type,state,elevation_ft,latitude,longitude
TKJ,Tok Junction Airport,small_airport,AK,1639,-142.9539948,63.32949829
HHI,Wheeler Army Airfield,medium_airport,HI,837,-158.0399933,21.48349953
JRF,Kalaeloa Airport,medium_airport,HI,30,-158.070009,21.3074
LUP,Kalaupapa Airport,small_airport,HI,24,-156.973999,21.21100044
ITO,Hilo International Airport,medium_airport,HI,38,-155.04800415039062,19.721399307250977
LPS,Lopez Island Airport,small_airport,WA,209,-122.93800354003906,48.4838981628418
SAS,Salton Sea Airport,small_airport,CA,-84,-115.952003479,33.2414016724
SVS,Stevens Village Airport,small_airport,AK,305,-149.0545,66.0172
GMV,Monument Valley Airport,small_airport,UT,5192,-110.200996399,37.016700744599994
RCE,Roche Harbor Airport,small_airport,WA,100,-123.138999939,48.6123008728
CZC,Copper Center 2 Airport,small_airport,AK,1150,-145.294006348,61.9412002563
