iata_code,name,type,state,elevation_ft,latitude,longitude
WLK,Selawik Airport,medium_airport,AK,17,-159.9859924,66.60009766
SLQ,Sleetmute Airport,small_airport,AK,190,-157.166000366,61.7005004883
KSM,St Mary's Airport,medium_airport,AK,312,-163.302002,62.0605011
SNP,St Paul Island Airport,medium_airport,AK,63,-170.22000122070312,57.167301177978516
UMT,Umiat Airport,small_airport,AK,267,-152.1360016,69.37110138
WWA,Wasilla Airport,medium_airport,AK,354,-149.539993286,61.5717010498
KTS,Brevig Mission Airport,small_airport,AK,38,-166.466003418,65.3312988281
KYU,Koyukuk Airport,small_airport,AK,149,-157.727005005,64.8760986328
KWT,Kwethluk Airport,small_airport,AK,25,-161.444000244,60.790298461899994
SKK,Shaktoolik Airport,small_airport,AK,24,-161.223999,64.37110138
PGM,Port Graham Airport,small_airport,AK,93,-151.83200073242,59.348300933838
HDH,Dillingham Airfield,medium_airport,HI,14,-158.197006226,21.5795001984
LNY,Lanai Airport,medium_airport,HI,1308,-156.9510040283203,20.785600662231445
UPP,Upolu Airport,medium_airport,HI,96,-155.86000061035156,20.265300750732422
SXP,Nunam Iqua Airport,small_airport,AK,12,-164.848006,62.520599
SYB,Seal Bay Seaplane Base,small_airport,AK,0,-152.2018,58.3733
SZN,Santa Cruz Island Airport,small_airport,CA,50,-119.915000916,34.0606002808
PTA,Port Alsworth Airport,small_airport,AK,280,-154.319000244,60.2042999268
UGB,Ugashik Bay Airport,small_airport,AK,132,-157.740005493,57.4253997803
RTL,Spirit Lake Municipal Airport,small_airport,IA,1434,-95.139198303223,43.387500762939
